Flow Key,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Packets,Total Fwd Packets,Total Backword Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow MB/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,Average Packet Size,Average Fwd Segment Size,Average Bwd Segment Size,Packet Length List,Label
192.168.78.129:80 -> 192.168.78.1:62660,192.168.78.129,80,192.168.78.1,62660,6,01.09.2020 5:10,5046957,9,4,5,422,2220,410,0,105.50000,203.01970,1460,0,444.00000,652.97320,523.48375,0.00052,1.78325,630869.62500,1766809.41992,5003388.00000,21.00000,43569.00000,14523.00000,20090.36777,37480.00000,154.00000,5046841.00000,1261710.25000,2494517.16851,5003409.00000,34.00000,92,112,0.79256,0.99070,0,1460,293.55556,510.36436,260471.77778,293.55556,105.50000,444.00000,8,1
192.168.78.1:62660 -> 192.168.78.129:80,192.168.78.1,62660,192.168.78.129,80,6,01.09.2020 5:10,20684,2,2,0,12,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,580.15858,0.00058,96.69310,20684.00000,0.00000,20684.00000,20684.00000,20684.00000,20684.00000,0.00000,20684.00000,20684.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40,0,96.69310,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,1,1
192.168.78.129:80 -> 192.168.78.1:62662,192.168.78.129,80,192.168.78.1,62662,6,01.09.2020 5:10,6107871,409,204,205,42671,222875,426,0,209.17157,205.74396,1460,0,1087.19512,378.83683,43476.03281,0.04348,66.96278,14970.27206,126509.52756,2544374.00000,20.00000,6107657.00000,30086.98030,178303.56221,2544374.00000,530.00000,6105948.00000,29931.11765,178756.61060,2550975.00000,29.00000,4092,4112,33.39953,33.56325,0,1460,649.25672,534.81097,286022.77462,649.25672,209.17157,1087.19512,408,1
192.168.78.1:62662 -> 192.168.78.129:80,192.168.78.1,62662,192.168.78.129,80,6,01.09.2020 5:10,19048,2,2,0,12,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,629.98740,0.00063,104.99790,19048.00000,0.00000,19048.00000,19048.00000,19048.00000,19048.00000,0.00000,19048.00000,19048.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40,0,104.99790,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,1,1
192.168.78.129:80 -> 192.168.78.1:62667,192.168.78.129,80,192.168.78.1,62667,6,01.09.2020 5:10,6312397,409,204,205,42639,222875,424,0,209.01471,205.58595,1460,0,1087.19512,378.83683,42062.31009,0.04206,64.79314,15471.56127,131229.66462,2637919.00000,20.00000,6310976.00000,31088.55172,184961.57985,2637919.00000,527.00000,6311782.00000,30940.10784,185316.23556,2643992.00000,29.00000,4092,4112,32.31736,32.47578,0,1460,649.17848,534.84528,286059.47542,649.17848,209.01471,1087.19512,408,1
192.168.78.1:62667 -> 192.168.78.129:80,192.168.78.1,62667,192.168.78.129,80,6,01.09.2020 5:10,9611,2,2,0,12,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,1248.56935,0.00125,208.09489,9611.00000,0.00000,9611.00000,9611.00000,9611.00000,9611.00000,0.00000,9611.00000,9611.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40,0,208.09489,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,1,1
192.168.78.129:80 -> 192.168.78.1:62664,192.168.78.129,80,192.168.78.1,62664,6,01.09.2020 5:10,9722192,409,204,205,42679,222875,425,0,209.21078,205.78594,1460,0,1087.19512,378.83683,27314.21062,0.02731,42.06870,23828.90196,199381.45276,4003545.00000,20.00000,9721662.00000,47889.96059,280961.03412,4003545.00000,624.00000,9721061.00000,47652.25980,281157.91793,4009403.00000,35.00000,4092,4112,20.98292,21.08578,0,1460,649.27628,534.80287,286014.11221,649.27628,209.21078,1087.19512,408,1
192.168.78.1:62664 -> 192.168.78.129:80,192.168.78.1,62664,192.168.78.129,80,6,01.09.2020 5:10,25917,2,2,0,12,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,463.01655,0.00046,77.16943,25917.00000,0.00000,25917.00000,25917.00000,25917.00000,25917.00000,0.00000,25917.00000,25917.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40,0,77.16943,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,1,1
192.168.78.129:80 -> 192.168.78.1:62668,192.168.78.129,80,192.168.78.1,62668,6,01.09.2020 5:10,10187475,409,204,205,42699,222875,428,0,209.30882,205.88532,1460,0,1087.19512,378.83683,26068.67747,0.02607,40.14734,24969.30147,231760.56561,4667641.00000,20.00000,10187035.00000,50182.43842,327036.36652,4667641.00000,457.00000,10187038.00000,49936.46078,327092.99111,4673809.00000,29.00000,4092,4112,20.02459,20.12275,0,1460,649.32518,534.78157,285991.32782,649.32518,209.30882,1087.19512,408,1
192.168.78.1:62668 -> 192.168.78.129:80,192.168.78.1,62668,192.168.78.129,80,6,01.09.2020 5:10,33580,2,2,0,12,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,357.35557,0.00036,59.55926,33580.00000,0.00000,33580.00000,33580.00000,33580.00000,33580.00000,0.00000,33580.00000,33580.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40,0,59.55926,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,1,1
192.168.78.129:80 -> 192.168.78.1:62670,192.168.78.129,80,192.168.78.1,62670,6,01.09.2020 5:10,6581232,409,204,205,42665,222875,426,0,209.14216,205.71671,1460,0,1087.19512,378.83683,40348.06857,0.04035,62.14642,16130.47059,29905.62086,168493.00000,20.00000,6581014.00000,32418.78818,35667.88264,168493.00000,539.00000,6573878.00000,32224.89216,40043.95916,211807.00000,34.00000,4092,4112,30.99724,31.14918,0,1460,649.24205,534.81786,286030.13980,649.24205,209.14216,1087.19512,408,1
192.168.78.1:62670 -> 192.168.78.129:80,192.168.78.1,62670,192.168.78.129,80,6,01.09.2020 5:10,35473,2,2,0,12,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,338.28546,0.00034,56.38091,35473.00000,0.00000,35473.00000,35473.00000,35473.00000,35473.00000,0.00000,35473.00000,35473.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40,0,56.38091,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,1,1
192.168.78.129:80 -> 192.168.78.1:62672,192.168.78.129,80,192.168.78.1,62672,6,01.09.2020 5:10,5889133,409,204,205,42724,222875,453,0,209.43137,206.02473,1460,0,1087.19512,378.83683,45099.84746,0.04510,69.44995,14434.14951,27094.59526,161346.00000,22.00000,5888941.00000,29009.56158,32502.77012,161346.00000,569.00000,5880920.00000,28828.03922,35801.47547,166160.00000,34.00000,4092,4112,34.64007,34.80988,0,1460,649.38631,534.75787,285965.97785,649.38631,209.43137,1087.19512,408,1
192.168.78.1:62672 -> 192.168.78.129:80,192.168.78.1,62672,192.168.78.129,80,6,01.09.2020 5:10,13023,2,2,0,12,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,921.44667,0.00092,153.57445,13023.00000,0.00000,13023.00000,13023.00000,13023.00000,13023.00000,0.00000,13023.00000,13023.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40,0,153.57445,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,1,1
192.168.78.129:80 -> 192.168.78.1:62674,192.168.78.129,80,192.168.78.1,62674,6,01.09.2020 5:10,5874616,408,203,205,42672,221376,429,0,210.20690,205.79346,1460,0,1079.88293,385.58092,44947.27826,0.04495,69.45135,14433.94595,26125.88494,126226.00000,22.00000,5874312.00000,29080.75248,30958.66520,126226.00000,564.00000,5858217.00000,28716.75000,33984.76586,128882.00000,35.00000,4072,4112,34.55545,34.89590,0,1460,647.17647,533.93116,285082.47984,647.17647,210.20690,1079.88293,407,1
192.168.78.1:62674 -> 192.168.78.129:80,192.168.78.1,62674,192.168.78.129,80,6,01.09.2020 5:10,25868,2,2,0,12,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,463.89361,0.00046,77.31560,25868.00000,0.00000,25868.00000,25868.00000,25868.00000,25868.00000,0.00000,25868.00000,25868.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40,0,77.31560,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,1,1
192.168.78.129:80 -> 192.168.78.1:62677,192.168.78.129,80,192.168.78.1,62677,6,01.09.2020 5:10,5557787,409,204,205,43041,222875,467,0,210.98529,207.67392,1460,0,1087.19512,378.83683,47845.66231,0.04785,73.59044,13622.02696,26687.30698,203476.00000,20.00000,5557511.00000,27376.90148,32508.74620,203476.00000,606.00000,5555022.00000,27230.50000,33873.16445,205926.00000,32.00000,4092,4112,36.70526,36.88518,0,1460,650.16137,534.43652,285622.39056,650.16137,210.98529,1087.19512,408,1
192.168.78.1:62677 -> 192.168.78.129:80,192.168.78.1,62677,192.168.78.129,80,6,01.09.2020 5:10,68357,2,2,0,12,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,175.54896,0.00018,29.25816,68357.00000,0.00000,68357.00000,68357.00000,68357.00000,68357.00000,0.00000,68357.00000,68357.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40,0,29.25816,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,1,1
192.168.78.129:80 -> 192.168.78.1:62679,192.168.78.129,80,192.168.78.1,62679,6,01.09.2020 5:10,5588087,409,204,205,43205,222875,490,0,211.78922,208.63651,1460,0,1087.19512,378.83683,47615.57936,0.04762,73.19142,13696.29167,26912.56198,189745.00000,20.00000,5587895.00000,27526.57635,32816.89820,189745.00000,544.00000,5587568.00000,27390.03922,34314.22400,193063.00000,32.00000,4092,4112,36.50623,36.68518,0,1460,650.56235,534.29287,285468.87417,650.56235,211.78922,1087.19512,408,1
192.168.78.1:62679 -> 192.168.78.129:80,192.168.78.1,62679,192.168.78.129,80,6,01.09.2020 5:10,11411,2,2,0,12,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,1051.61686,0.00105,175.26948,11411.00000,0.00000,11411.00000,11411.00000,11411.00000,11411.00000,0.00000,11411.00000,11411.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40,0,175.26948,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,1,1
192.168.78.129:80 -> 192.168.78.1:62683,192.168.78.129,80,192.168.78.1,62683,6,01.09.2020 5:10,5215941,409,204,205,44024,222875,533,0,215.80392,213.01921,1460,0,1087.19512,378.83683,51169.86561,0.05117,78.41346,12784.16912,25530.63919,188836.00000,19.00000,5215754.00000,25693.36946,31307.87059,188836.00000,286.00000,5215710.00000,25567.20588,33207.67294,193185.00000,30.00000,4092,4112,39.11087,39.30259,0,1460,652.56479,533.50805,284630.83464,652.56479,215.80392,1087.19512,408,1
192.168.78.1:62683 -> 192.168.78.129:80,192.168.78.1,62683,192.168.78.129,80,6,01.09.2020 5:10,28552,2,2,0,12,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,420.28579,0.00042,70.04763,28552.00000,0.00000,28552.00000,28552.00000,28552.00000,28552.00000,0.00000,28552.00000,28552.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40,0,70.04763,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,1,1
192.168.78.129:80 -> 192.168.78.1:62681,192.168.78.129,80,192.168.78.1,62681,6,01.09.2020 5:10,5689915,409,204,205,43827,222875,491,0,214.83824,211.89510,1460,0,1087.19512,378.83683,46872.75645,0.04687,71.88157,13945.87010,27213.23551,209690.00000,18.00000,5689636.00000,28027.76355,33101.67654,209690.00000,315.00000,5689654.00000,27890.46078,35004.25422,211402.00000,29.00000,4092,4112,35.85291,36.02866,0,1460,652.08313,533.68079,284815.18915,652.08313,214.83824,1087.19512,408,1
192.168.78.1:62681 -> 192.168.78.129:80,192.168.78.1,62681,192.168.78.129,80,6,01.09.2020 5:10,19066,2,2,0,12,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,629.39264,0.00063,104.89877,19066.00000,0.00000,19066.00000,19066.00000,19066.00000,19066.00000,0.00000,19066.00000,19066.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40,0,104.89877,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,1,1
192.168.78.129:80 -> 192.168.78.1:62685,192.168.78.129,80,192.168.78.1,62685,6,01.09.2020 5:10,5503291,409,204,205,43901,222875,487,0,215.20098,212.23533,1460,0,1087.19512,378.83683,48475.72116,0.04848,74.31917,13488.45833,26477.48742,204987.00000,21.00000,5502297.00000,27104.91133,32278.84467,204987.00000,322.00000,5503019.00000,26975.58333,34239.00054,208163.00000,34.00000,4092,4112,37.06873,37.25044,0,1460,652.26406,533.59949,284728.41049,652.26406,215.20098,1087.19512,408,1
192.168.78.1:62685 -> 192.168.78.129:80,192.168.78.1,62685,192.168.78.129,80,6,01.09.2020 5:10,29275,2,2,0,12,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,409.90606,0.00041,68.31768,29275.00000,0.00000,29275.00000,29275.00000,29275.00000,29275.00000,0.00000,29275.00000,29275.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40,0,68.31768,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,1,1
192.168.78.129:80 -> 192.168.78.1:62687,192.168.78.129,80,192.168.78.1,62687,6,01.09.2020 5:10,8306735,253,126,127,27784,136847,592,0,220.50794,219.86180,1460,0,1077.53543,391.37358,19818.97821,0.01982,30.45721,32963.23413,315421.75159,5005516.00000,21.00000,3301219.00000,26409.75200,28915.67256,125959.00000,304.00000,8306484.00000,65924.47619,444644.78095,5005548.00000,34.00000,2532,2552,15.16841,15.28880,0,1460,650.71542,533.77359,284914.24409,650.71542,220.50794,1077.53543,252,1
192.168.78.129:80 -> 192.168.78.1:62693,192.168.78.129,80,192.168.78.1,62693,6,01.09.2020 5:10,6285337,105,52,53,10838,55188,465,0,208.42308,212.82501,1460,0,1041.28302,433.57780,10504.76689,0.01050,16.70555,60435.93269,490117.01929,5004976.00000,20.00000,1280361.00000,25105.11765,28305.23050,104003.00000,778.00000,6283538.00000,120837.26923,691238.20916,5005000.00000,34.00000,1052,1072,8.27322,8.43232,0,1460,628.81905,539.69626,291272.05348,628.81905,208.42308,1041.28302,104,1
192.168.78.129:80 -> 192.168.78.1:62691,192.168.78.129,80,192.168.78.1,62691,6,01.09.2020 5:10,6409788,125,62,63,13194,66223,565,0,212.80645,216.40239,1460,0,1051.15873,422.72069,12389.95736,0.01239,19.50143,51691.83871,448756.34190,5002941.00000,20.00000,1406847.00000,23063.06557,25656.79546,105833.00000,337.00000,6409510.00000,103379.19355,633027.93060,5002982.00000,32.00000,1252,1272,9.67271,9.82872,0,1460,635.33600,538.05021,289498.03135,635.33600,212.80645,1051.15873,124,1
192.168.78.129:80 -> 192.168.78.1:62689,192.168.78.129,80,192.168.78.1,62689,6,01.09.2020 5:10,7813999,249,124,125,27256,134640,506,0,219.80645,218.83991,1460,0,1077.12000,391.89654,20718.71266,0.02072,31.86589,31508.06048,317900.58264,5006458.00000,19.00000,2807541.00000,22825.53659,25534.08235,114364.00000,493.00000,7806573.00000,62956.23387,448380.26748,5006490.00000,32.00000,2492,2512,15.86896,15.99693,0,1460,650.18474,533.88047,285028.36090,650.18474,219.80645,1077.12000,248,1
192.168.78.129:80 -> 192.168.78.1:62695,192.168.78.129,80,192.168.78.1,62695,6,01.09.2020 5:10,5936978,85,42,43,8854,44153,521,0,210.80952,218.45368,1460,0,1026.81395,448.72387,8928.27967,0.00893,14.31705,70678.30952,545231.67392,5004763.00000,22.00000,932215.00000,22736.95122,24907.13779,73087.00000,240.00000,5936783.00000,141351.97619,769199.28246,5004794.00000,33.00000,852,872,7.07431,7.24274,0,1460,623.61176,540.73438,292393.66891,623.61176,210.80952,1026.81395,84,1
192.168.78.129:80 -> 192.168.78.1:62660,192.168.78.129,80,192.168.78.1,62660,6,01.09.2020 5:10,0,1,1,0,6,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,20,0,0.00000,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,0,1
192.168.78.129:80 -> 192.168.78.1:62672,192.168.78.129,80,192.168.78.1,62672,6,01.09.2020 5:10,0,1,1,0,6,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,20,0,0.00000,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,0,1
192.168.78.129:80 -> 192.168.78.1:62664,192.168.78.129,80,192.168.78.1,62664,6,01.09.2020 5:10,0,1,1,0,6,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,20,0,0.00000,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,0,1
192.168.78.129:80 -> 192.168.78.1:62667,192.168.78.129,80,192.168.78.1,62667,6,01.09.2020 5:10,0,1,1,0,6,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,20,0,0.00000,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,0,1
192.168.78.129:80 -> 192.168.78.1:62668,192.168.78.129,80,192.168.78.1,62668,6,01.09.2020 5:10,0,1,1,0,6,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,20,0,0.00000,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,0,1
192.168.78.129:80 -> 192.168.78.1:62670,192.168.78.129,80,192.168.78.1,62670,6,01.09.2020 5:10,0,1,1,0,6,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,20,0,0.00000,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,0,1
192.168.78.129:80 -> 192.168.78.1:62662,192.168.78.129,80,192.168.78.1,62662,6,01.09.2020 5:10,0,1,1,0,6,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,20,0,0.00000,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,0,1
192.168.78.129:80 -> 192.168.78.1:62674,192.168.78.129,80,192.168.78.1,62674,6,01.09.2020 5:10,0,1,1,0,6,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,20,0,0.00000,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,0,1
192.168.78.129:80 -> 192.168.78.1:62677,192.168.78.129,80,192.168.78.1,62677,6,01.09.2020 5:10,0,1,1,0,6,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,20,0,0.00000,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,0,1
192.168.78.129:80 -> 192.168.78.1:62679,192.168.78.129,80,192.168.78.1,62679,6,01.09.2020 5:10,0,1,1,0,6,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,20,0,0.00000,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,0,1
192.168.78.129:80 -> 192.168.78.1:62681,192.168.78.129,80,192.168.78.1,62681,6,01.09.2020 5:10,0,1,1,0,6,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,20,0,0.00000,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,0,1
192.168.78.129:80 -> 192.168.78.1:62683,192.168.78.129,80,192.168.78.1,62683,6,01.09.2020 5:10,0,1,1,0,6,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,20,0,0.00000,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,0,1
192.168.78.129:80 -> 192.168.78.1:62685,192.168.78.129,80,192.168.78.1,62685,6,01.09.2020 5:10,0,1,1,0,6,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,20,0,0.00000,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,0,1
192.168.78.1:62687 -> 192.168.78.129:80,192.168.78.1,62687,192.168.78.129,80,6,01.09.2020 5:10,0,1,1,0,6,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,20,0,0.00000,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,0,1
192.168.78.1:62689 -> 192.168.78.129:80,192.168.78.1,62689,192.168.78.129,80,6,01.09.2020 5:10,0,1,1,0,6,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,20,0,0.00000,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,0,1
192.168.78.1:62691 -> 192.168.78.129:80,192.168.78.1,62691,192.168.78.129,80,6,01.09.2020 5:10,0,1,1,0,6,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,20,0,0.00000,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,0,1
192.168.78.1:62693 -> 192.168.78.129:80,192.168.78.1,62693,192.168.78.129,80,6,01.09.2020 5:10,0,1,1,0,6,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,20,0,0.00000,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,0,1
192.168.78.1:62695 -> 192.168.78.129:80,192.168.78.1,62695,192.168.78.129,80,6,01.09.2020 5:10,0,1,1,0,6,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,20,0,0.00000,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,0,1
192.168.78.129:80 -> 192.168.78.1:36627,192.168.78.129,80,192.168.78.1,36627,6,02.09.2020 2:19,5274016,18,8,10,1268,6640,415,0,158.50000,212.13607,1460,0,664.00000,637.83227,1499.42662,0.00150,3.41296,310236.23529,1210223.02023,5005388.00000,31.00000,268628.00000,38375.42857,34425.86142,82755.00000,1989.00000,5272104.00000,585789.33333,1658156.74671,5005419.00000,38.00000,172,212,1.51687,1.89609,0,1460,439.33333,548.37578,300716.00000,439.33333,158.50000,664.00000,17,1
192.168.78.129:80 -> 192.168.78.1:36629,192.168.78.129,80,192.168.78.1,36629,6,02.09.2020 2:19,5198807,14,6,8,854,4433,420,0,142.33333,213.54687,1460,0,554.12500,646.35073,1016.96408,0.00102,2.69293,399908.23077,1385400.30207,5009788.00000,32.00000,189019.00000,37803.80000,39134.95632,82236.00000,723.00000,5198150.00000,742592.85714,1882541.82117,5009820.00000,46.00000,132,172,1.15411,1.53881,0,1460,377.64286,535.92388,287214.40110,377.64286,142.33333,554.12500,13,1
192.168.78.129:80 -> 192.168.78.1:36631,192.168.78.129,80,192.168.78.1,36631,6,02.09.2020 2:19,5250126,9,4,5,428,2220,416,0,107.00000,206.01942,1460,0,444.00000,652.97320,504.36885,0.00050,1.71424,656265.75000,1770811.82726,5035513.00000,28.00000,214613.00000,71537.66667,113886.23040,203011.00000,3322.00000,5246883.00000,1311720.75000,2484203.48777,5035541.00000,46.00000,92,112,0.76189,0.95236,0,1460,294.22222,510.53937,260650.44444,294.22222,107.00000,444.00000,8,1
192.168.78.129:80 -> 192.168.78.1:36613,192.168.78.129,80,192.168.78.1,36613,6,02.09.2020 2:19,5487029,30,14,16,2536,13261,421,0,181.14286,210.78894,1460,0,828.81250,585.85405,2878.97148,0.00288,5.46744,189207.89655,933118.37482,5038712.00000,24.00000,448317.00000,34485.92308,37800.93798,112776.00000,218.00000,5486849.00000,365789.93333,1293919.70258,5038745.00000,42.00000,292,332,2.55147,2.91597,0,1460,526.56667,552.67617,305450.94368,526.56667,181.14286,828.81250,29,1
192.168.78.129:80 -> 192.168.78.1:36615,192.168.78.129,80,192.168.78.1,36615,6,02.09.2020 2:19,5477010,27,12,15,2114,11060,418,0,176.16667,211.36519,1460,0,737.33333,614.97836,2405.32699,0.00241,4.92970,210654.23077,992481.92136,5074807.00000,27.00000,402203.00000,36563.90909,36109.10056,119102.00000,238.00000,5476813.00000,391200.92857,1348731.80453,5074846.00000,43.00000,252,312,2.19098,2.73872,0,1460,487.92593,550.71952,303291.99430,487.92593,176.16667,737.33333,26,1
