Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
59666,1261,28357.0,1599,53.0,17.0,181,163.0,2.0,2.0,64.0,158.0,32.0,32.0,32.0,0.0,79.0,79.0,79.0,0.0,1361963.19,24539.8773,54.33333333,91.51138363,160.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,64.0,64.0,12269.93865,12269.93865,32.0,79.0,50.8,25.7429602,662.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,63.5,32.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,64.0,2.0,158.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
61787,1261,49445.0,1599,53.0,17.0,181,205.0,2.0,2.0,88.0,188.0,44.0,44.0,44.0,0.0,94.0,94.0,94.0,0.0,1346341.4630000002,19512.19512,68.33333333,34.35597959,108.0,48.0,49.0,49.0,0.0,49.0,49.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,64.0,64.0,9756.097561,9756.097561,44.0,94.0,64.0,27.38612788,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,80.0,44.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,88.0,2.0,188.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33374,1256,34930.0,1599,389.0,6.0,181,0.0,2.0,0.0,7.0,0.0,7.0,0.0,3.5,4.949747468,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,7.0,4.666666667,4.041451884,16.33333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,237.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
34011,1256,19932.0,1599,53.0,17.0,181,134.0,2.0,2.0,88.0,188.0,44.0,44.0,44.0,0.0,94.0,94.0,94.0,0.0,2059701.493,29850.74627,44.66666667,72.17571152,128.0,2.0,4.0,4.0,0.0,4.0,4.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,64.0,64.0,14925.373130000002,14925.373130000002,44.0,94.0,64.0,27.38612788,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,80.0,44.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,88.0,2.0,188.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
69607,1265,3480.0,1599,53.0,17.0,181,176.0,2.0,2.0,88.0,188.0,44.0,44.0,44.0,0.0,94.0,94.0,94.0,0.0,1568181.8180000002,22727.27273,58.66666667,95.55277774,169.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,64.0,64.0,11363.636359999999,11363.636359999999,44.0,94.0,64.0,27.38612788,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,80.0,44.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,88.0,2.0,188.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
3132,1256,123.0,1013,123.0,17.0,182,73094276.0,8.0,8.0,384.0,384.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,10.50697869,0.218895389,4872951.733,15000000.0,58900000.0,96807.0,73000000.0,10400000.0,21400000.0,59000000.0,1993679.0,73000000.0,10400000.0,21400000.0,59000000.0,1993711.0,0.0,0.0,0.0,0.0,132.0,164.0,0.109447695,0.109447695,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,384.0,8.0,384.0,-1.0,-1.0,7.0,0.0,14100000.0,0.0,14100000.0,14100000.0,58900000.0,0.0,58900000.0,58900000.0,BENIGN
46627,1258,59035.0,1599,53.0,17.0,182,179.0,2.0,2.0,162.0,262.0,81.0,81.0,81.0,0.0,131.0,131.0,131.0,0.0,2368715.0840000003,22346.36872,59.66666667,62.68439466,127.0,3.0,3.0,3.0,0.0,3.0,3.0,49.0,49.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,64.0,64.0,11173.18436,11173.18436,81.0,131.0,101.0,27.38612788,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,126.25,81.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,162.0,2.0,262.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
41777,1258,49418.0,1599,445.0,6.0,182,16110182.0,27.0,20.0,7928.0,3276.0,3120.0,0.0,293.6296296,693.4371553,420.0,0.0,163.8,135.8682024,695.4607962,2.917409623,350221.3478,1868675.2780000002,12200000.0,3.0,16100000.0,619622.3846,2472226.276,12200000.0,3.0,16100000.0,847898.7368,2895204.605,12200000.0,3.0,0.0,0.0,0.0,0.0,564.0,424.0,1.67595872,1.2414509040000001,0.0,3120.0,233.41666669999998,527.9885489,278771.9078,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,238.3829787,293.6296296,163.8,0.0,0.0,0.0,0.0,0.0,0.0,27.0,7928.0,20.0,3276.0,8192.0,2050.0,25.0,20.0,3922209.0,0.0,3922209.0,3922209.0,12200000.0,0.0,12200000.0,12200000.0,BENIGN
49737,1258,49421.0,1599,88.0,6.0,182,84.0,1.0,4.0,6.0,24.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,357142.8571,59523.80952,21.0,33.77375707,71.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,24.0,40.70626487,71.0,0.0,0.0,0.0,0.0,0.0,20.0,80.0,11904.7619,47619.04762,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,7.2,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,24.0,256.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33384,1256,36950.0,1599,389.0,17.0,182,132.0,2.0,2.0,186.0,330.0,93.0,93.0,93.0,0.0,165.0,165.0,165.0,0.0,3909090.909,30303.0303,44.0,70.14983963,125.0,3.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,64.0,64.0,15151.51515,15151.51515,93.0,165.0,121.8,39.43602414,1555.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,152.25,93.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,186.0,2.0,330.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
